Mean Square Error (MSE) = 7437.075349478539
Average Difference = 42.87332136478282

ROW		|	PREDICTION	|	TARGET	|	ERROR
562		|	346,46		|	478,18	|	131.7212832080201
563		|	413,39		|	856,35	|	442.9617893217894
564		|	340,11		|	821,73	|	481.6201464646465
565		|	296,74		|	721,71	|	424.9688760683761
566		|	252,17		|	588,80	|	336.6279067460317
567		|	182,85		|	527,28	|	344.43367324561405
568		|	503,50		|	319,44	|	184.06068572551328
569		|	192,36		|	168,86	|	23.496744366744366
570		|	220,56		|	91,64	|	128.92125305688467
571		|	158,91		|	51,67	|	107.2447643097643
572		|	179,91		|	30,62	|	149.28506397306398
573		|	220,56		|	17,31	|	203.25125305688465
574		|	257,17		|	11,19	|	245.97793434343436
575		|	257,17		|	11,48	|	245.68793434343436
576		|	257,17		|	14,18	|	242.98793434343435
577		|	295,31		|	12,95	|	282.3595833333334
578		|	229,23		|	13,24	|	215.9919548112706
579		|	183,98		|	14,82	|	169.16050925925927
580		|	158,91		|	37,09	|	121.8247643097643
581		|	88,89		|	63,57	|	25.315563973063966
582		|	170,64		|	112,29	|	58.35370370370369
583		|	184,43		|	131,30	|	53.128834586466155
584		|	93,93		|	189,61	|	95.67908880471381
585		|	93,93		|	237,99	|	144.0590888047138
586		|	173,66		|	174,40	|	0.7385247208931673
587		|	81,36		|	67,28	|	14.079459228135704
588		|	112,72		|	29,90	|	82.82421337434496
589		|	192,98		|	16,32	|	176.66096801346805
590		|	187,03		|	11,89	|	175.14228696741856
591		|	88,89		|	9,03	|	79.85556397306397
592		|	144,02		|	7,04	|	136.98035620915033
593		|	134,08		|	5,01	|	129.0662905525847
594		|	103,15		|	4,45	|	98.70382323232323
595		|	103,15		|	4,29	|	98.86382323232323
596		|	68,07		|	3,46	|	64.61164069264069
597		|	51,10		|	2,87	|	48.22729586505449
598		|	63,79		|	2,22	|	61.57164069264069
599		|	38,34		|	1,80	|	36.53921422663358
600		|	43,09		|	1,71	|	41.376222222222225
601		|	26,60		|	1,49	|	25.1091861761427
602		|	24,17		|	1,34	|	22.832954292084725
603		|	47,03		|	1,24	|	45.793086021505374
604		|	15,11		|	1,19	|	13.915000000000003
605		|	23,55		|	1,19	|	22.36238816738817
606		|	9,64		|	1,20	|	8.441187025534852
607		|	4,29		|	1,22	|	3.0679841269841273
608		|	4,27		|	1,20	|	3.0650759144237405
609		|	4,25		|	1,19	|	3.059499278499279
610		|	4,25		|	1,19	|	3.059499278499279
611		|	2,31		|	1,20	|	1.1091623931623935
612		|	2,29		|	1,22	|	1.0662541806020072
613		|	2,48		|	1,18	|	1.2999957264957265
614		|	2,45		|	1,19	|	1.2639102564102567
615		|	3,21		|	1,18	|	2.0272407407407407
616		|	3,21		|	1,19	|	2.017240740740741
617		|	3,38		|	1,22	|	2.1628703703703707
618		|	3,32		|	1,18	|	2.1351851851851853
619		|	1,75		|	1,18	|	0.5731282051282052
620		|	2,12		|	1,23	|	0.8914350667803355
621		|	1,46		|	1,20	|	0.2600555555555555
622		|	1,46		|	1,20	|	0.2600555555555555
623		|	1,40		|	1,23	|	0.17300793650793644
624		|	3,38		|	1,26	|	2.1228703703703706
625		|	3,20		|	1,19	|	2.0069592592592596
626		|	1,46		|	1,23	|	0.22626639061421683
627		|	1,39		|	1,19	|	0.1984920634920635
628		|	1,39		|	1,19	|	0.2025213675213675
629		|	1,21		|	1,19	|	0.016511111111111143
630		|	1,37		|	1,16	|	0.20611904761904776
631		|	1,20		|	1,16	|	0.040021367521367424
632		|	1,21		|	1,19	|	0.019426129426129313
633		|	1,20		|	1,18	|	0.020750517598343565
634		|	1,21		|	1,20	|	0.010581617086193651
635		|	1,21		|	1,21	|	0.002764156768733539
636		|	1,22		|	1,22	|	0.0038859649122806594
637		|	1,22		|	1,19	|	0.033885964912280686
638		|	1,22		|	1,20	|	0.023885964912280677
639		|	1,21		|	1,20	|	0.013641975308641863
640		|	1,29		|	1,21	|	0.07766666666666655
641		|	1,21		|	1,20	|	0.010835895183721078
642		|	1,21		|	1,18	|	0.02863247863247853
643		|	1,29		|	1,19	|	0.09836956521739126
644		|	1,20		|	1,22	|	0.018333333333333535
645		|	1,23		|	1,21	|	0.017814814814814506
646		|	1,21		|	1,18	|	0.02765863765863741
647		|	3,38		|	1,21	|	2.1728703703703705
648		|	1,39		|	1,22	|	0.17325051759834365
649		|	1,19		|	1,21	|	0.016604166666666975
650		|	1,55		|	1,19	|	0.36470370370370353
651		|	1,21		|	1,25	|	0.03895499618611753
652		|	3,07		|	1,20	|	1.8670601851851851
653		|	3,06		|	1,22	|	1.8412624643874642
654		|	1,21		|	1,17	|	0.035935276089553714
655		|	1,21		|	1,18	|	0.033865275142314744
656		|	1,20		|	1,22	|	0.022267622461171088
657		|	1,49		|	1,19	|	0.298585231193927
658		|	1,39		|	1,20	|	0.18820370370370365
659		|	1,21		|	1,17	|	0.03620414673046257
660		|	1,19		|	1,20	|	0.005340052104758186
661		|	1,21		|	1,18	|	0.029378749905065726
662		|	1,22		|	1,18	|	0.043081367211131205
663		|	1,21		|	1,19	|	0.017584032545130857
664		|	1,30		|	1,21	|	0.08946618357487912
665		|	1,20		|	1,20	|	0.0012991886409736697
666		|	1,20		|	1,20	|	0.004241519350214995
667		|	1,20		|	1,19	|	0.007497445721583507
668		|	1,20		|	1,19	|	0.011299188640973679
669		|	1,20		|	1,21	|	0.01250384166205687
670		|	1,21		|	1,21	|	4.318893184986905E-4
671		|	1,20		|	1,20	|	1.0188087774287702E-4
672		|	1,20		|	1,21	|	0.012502554278416511
673		|	1,20		|	1,21	|	0.010101880877742886
674		|	1,20		|	1,21	|	0.005965517241379281
675		|	1,20		|	1,20	|	1.0188087774287702E-4
676		|	1,20		|	1,21	|	0.0062988505747128
677		|	1,20		|	1,21	|	0.01250384166205687
678		|	1,20		|	1,22	|	0.022503841662056878
679		|	1,20		|	1,20	|	1.0188087774287702E-4
680		|	1,21		|	1,19	|	0.016218708827404393
681		|	1,22		|	1,19	|	0.030472459639126148
682		|	1,20		|	1,21	|	0.005965517241379281
683		|	1,24		|	1,18	|	0.05520114942528731
684		|	1,22		|	1,22	|	0.003013649425287257
685		|	1,22		|	1,17	|	0.0530136494252873
686		|	1,22		|	1,20	|	0.023013649425287275
687		|	1,22		|	1,23	|	0.009334835423197463
688		|	1,21		|	1,20	|	0.013397867564534094
